Position,Track Name,Artist,Streams,URL,Day Start Date
23,STARGAZING,Travis Scott,682275,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,2018-09-19
24,Jocelyn Flores,XXXTENTACION,676791,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2018-09-19
25,The Ringer,Eminem,658871,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE,2018-09-19
26,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,649691,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,2018-09-19
27,Lean Wit Me,Juice WRLD,647157,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk,2018-09-19
28,Natural,Imagine Dragons,644978,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,2018-09-19
29,breathin,Ariana Grande,619702,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2018-09-19
30,Fuck Love (feat. Trippie Redd),XXXTENTACION,616682,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2018-09-19
31,Self Care,Mac Miller,613767,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,2018-09-19
32,Girls Like You (feat. Cardi B),Maroon 5,612105,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-09-19
33,All Girls Are The Same,Juice WRLD,604449,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm,2018-09-19
34,God is a woman,Ariana Grande,577507,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,2018-09-19
35,No Brainer,DJ Khaled,577004,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,2018-09-19
36,YOSEMITE,Travis Scott,565288,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,2018-09-19
37,Psycho (feat. Ty Dolla $ign),Post Malone,564426,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2018-09-19
38,God's Plan,Drake,558916,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2018-09-19
39,changes,XXXTENTACION,553362,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2018-09-19
40,Youngblood,5 Seconds of Summer,550345,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2018-09-19
41,Be Alright,Dean Lewis,542676,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2018-09-19
42,Wasted (feat. Lil Uzi Vert),Juice WRLD,541492,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB,2018-09-19
43,Electricity (with Dua Lipa),Silk City,535015,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2018-09-19
44,Promises (with Sam Smith),Calvin Harris,522548,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2018-09-19
45,Leave Me Alone,Flipp Dinero,522347,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2018-09-19
46,SLOW DANCING IN THE DARK,Joji,521430,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6,2018-09-19
47,rockstar (feat. 21 Savage),Post Malone,514454,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2018-09-19
48,Drew Barrymore,Bryce Vine,510984,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV,2018-09-19
49,Not Alike (feat. Royce Da 5'9),Eminem,510332,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU,2018-09-19
50,Nice For What,Drake,508278,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,2018-09-19
51,Fall,Eminem,497583,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato,2018-09-19
52,Thunderclouds,Sia,491237,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi,2018-09-19
53,Taking A Walk,Trippie Redd,489013,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2,2018-09-19
54,Beautiful (feat. Camila Cabello),Bazzi,488332,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2018-09-19
55,Look Alive (feat. Drake),BlocBoy JB,475877,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,2018-09-19
56,I Fall Apart,Post Malone,449548,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2018-09-19
57,RAP DEVIL,Machine Gun Kelly,449419,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l,2018-09-19
58,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,446018,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,2018-09-19
59,WORKIN ME,Quavo,435790,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64,2018-09-19
60,no tears left to cry,Ariana Grande,435026,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2018-09-19
61,Everybody Dies In Their Nightmares,XXXTENTACION,426990,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,2018-09-19
62,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,424387,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM,2018-09-19
63,Love Lies (with Normani),Khalid,418865,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,2018-09-19
64,Trip,Ella Mai,416672,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa,2018-09-19
65,Greatest,Eminem,405013,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv,2018-09-19
66,Body (feat. brando),Loud Luxury,402894,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2018-09-19
67,XO TOUR Llif3,Lil Uzi Vert,387784,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2018-09-19
68,lovely (with Khalid),Billie Eilish,387231,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2018-09-19
69,High Hopes,Panic! At The Disco,385798,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2018-09-19
70,REMEDY,Alesso,381170,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg,2018-09-19
71,Ric Flair Drip (& Metro Boomin),Offset,380993,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2018-09-19
72,REEL IT IN,Aminé,376209,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,2018-09-19
73,Kamikaze,Eminem,368406,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy,2018-09-19
74,OTW,Khalid,366725,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,2018-09-19
75,Hope,XXXTENTACION,366158,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,2018-09-19
76,BEBE,6ix9ine,365539,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C,2018-09-19
77,Pretty Little Fears (feat. J. Cole),6LACK,365036,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp,2018-09-19
78,Te Boté - Remix,Nio Garcia,364809,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2018-09-19
79,Jackie Chan,Tiësto,359181,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,2018-09-19
80,Lust,Lil Skies,358208,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S,2018-09-19
81,Plug Walk,Rich The Kid,356865,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6,2018-09-19
82,the remedy for a broken heart (why am I so in love),XXXTENTACION,352138,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,2018-09-19
83,Look At Me!,XXXTENTACION,347208,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,2018-09-19
84,I Like Me Better,Lauv,345077,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2018-09-19
85,I'm Upset,Drake,336812,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT,2018-09-19
86,Magic In The Hamptons (feat. Lil Yachty),Social House,335092,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp,2018-09-19
87,In My Mind,Dynoro,333896,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2018-09-19
88,SWISH,Tyga,331789,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD,2018-09-19
89,Legends,Juice WRLD,323740,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa,2018-09-19
90,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,321523,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG,2018-09-19
91,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,321159,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,2018-09-19
92,Mob Ties,Drake,320396,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK,2018-09-19
93,I'm a Mess,Bebe Rexha,320123,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,2018-09-19
94,Happy Now,Zedd,315871,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,2018-09-19
95,Ball For Me (feat. Nicki Minaj),Post Malone,315345,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa,2018-09-19
96,Feels Like Summer,Childish Gambino,314530,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr,2018-09-19
97,Fr Fr (feat. Lil Skies),Wiz Khalifa,313641,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V,2018-09-19
98,Killshot,Eminem,312876,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv,2018-09-19
99,BUTTERFLY EFFECT,Travis Scott,311550,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4,2018-09-19
100,Mine,Bazzi,310907,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,2018-09-19
101,Boo'd Up,Ella Mai,305321,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli,2018-09-19
102,JAPAN,Famous Dex,304609,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl,2018-09-19
103,Candy Paint,Post Malone,304411,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC,2018-09-19
104,HUMBLE.,Kendrick Lamar,303007,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2018-09-19
105,Shake It Up,Trippie Redd,301601,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz,2018-09-19
106,Young Dumb & Broke,Khalid,299870,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2018-09-19
107,Vaina Loca,Ozuna,299678,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2018-09-19
108,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,299333,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2018-09-19
109,Congratulations,Post Malone,299007,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2018-09-19
110,Chanel (Go Get It) [feat. Gunna & Lil Baby],Young Thug,298507,https://open.spotify.com/track/0kCBorRrKZkSztd9m0QI3r,2018-09-19
111,Nowadays (feat. Landon Cube),Lil Skies,296390,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp,2018-09-19
112,8 Letters,Why Don't We,294231,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt,2018-09-19
113,Roll In Peace (feat. XXXTENTACION),Kodak Black,293123,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,2018-09-19
114,Balenciaga Challenge (feat. Offset),6LACK,289945,https://open.spotify.com/track/6Zisja44KqMZj4GM4UY6Yv,2018-09-19
115,East Atlanta Love Letter (feat. Future),6LACK,288664,https://open.spotify.com/track/6rJmWa5DvQ3Nby3tdcX2L0,2018-09-19
116,goosebumps,Travis Scott,286696,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2018-09-19
117,Red Roses (feat. Landon Cube),Lil Skies,285413,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY,2018-09-19
118,The Middle,Zedd,285383,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2018-09-19
119,No Rest,Lil Skies,284018,https://open.spotify.com/track/0chpIFSjgfd1CPrAxM7PWp,2018-09-19
120,Normal,Eminem,283770,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1,2018-09-19
121,Nephew (feat. Lil Pump),Smokepurpp,282824,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL,2018-09-19
122,Walk It Talk It,Migos,282650,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP,2018-09-19
123,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,282168,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci,2018-09-19
124,Call Out My Name,The Weeknd,280967,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,2018-09-19
125,Bounce Out With That,YBN Nahmir,275819,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt,2018-09-19
126,Ned Flanders (feat. A$AP Ferg),MadeinTYO,275529,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf,2018-09-19
127,All Mine,Kanye West,275326,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF,2018-09-19
128,Venom - Music From The Motion Picture,Eminem,274322,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4,2018-09-19
129,PICK IT UP (feat. A$AP Rocky),Famous Dex,272656,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV,2018-09-19
130,CAN'T SAY,Travis Scott,272252,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL,2018-09-19
131,Ladders,Mac Miller,271534,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI,2018-09-19
132,Narcos,Migos,271135,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK,2018-09-19
133,Shoota (feat. Lil Uzi Vert),Playboi Carti,270839,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i,2018-09-19
134,You Make It Easy,Jason Aldean,270834,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J,2018-09-19
135,Simple,Florida Georgia Line,270535,https://open.spotify.com/track/1co0puPTYvqAdUEjFOjne9,2018-09-19
136,Location,Khalid,266237,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2018-09-19
137,Switch,6LACK,265354,https://open.spotify.com/track/29ZZAShKhwRUuKULSNtxX6,2018-09-19
138,Life Goes On,Lil Baby,261296,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z,2018-09-19
139,Tequila,Dan + Shay,261074,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,2018-09-19
140,Thunder,Imagine Dragons,259614,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2018-09-19
141,Stepping Stone,Eminem,259543,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX,2018-09-19
142,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,258484,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,2018-09-19
143,"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,256095,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,2018-09-19
144,Don’t Matter To Me (with Michael Jackson),Drake,253288,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,2018-09-19
145,The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,253098,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc,2018-09-19
146,Heaven,Kane Brown,250982,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7,2018-09-19
147,WAKE UP,Travis Scott,250417,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG,2018-09-19
148,Champion (feat. Travis Scott),NAV,250338,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo,2018-09-19
149,Believer,Imagine Dragons,249719,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2018-09-19
150,Stir Fry,Migos,249463,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf,2018-09-19
151,Betrayed,Lil Xan,249181,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug,2018-09-19
152,The Flute Song,Russ,248226,https://open.spotify.com/track/6pGuOWYOFDcSgmVvFWRWSv,2018-09-19
153,All The Stars (with SZA),Kendrick Lamar,246538,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,2018-09-19
154,Speechless,Dan + Shay,246359,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF,2018-09-19
155,broken,lovelytheband,246343,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX,2018-09-19
156,Let You Down,NF,244979,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,2018-09-19
157,NUMB,XXXTENTACION,243821,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl,2018-09-19
158,This Is America,Childish Gambino,242696,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9,2018-09-19
159,Bigger Than You (feat. Drake & Quavo),2 Chainz,242669,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf,2018-09-19
160,Bank Account,21 Savage,242608,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G,2018-09-19
161,Best Part,H.E.R.,242253,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,2018-09-19
162,sweetener,Ariana Grande,240943,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH,2018-09-19
163,1-800-273-8255,Logic,240777,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV,2018-09-19
164,Stay,Post Malone,239460,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc,2018-09-19
165,APESHIT,The Carters,239194,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj,2018-09-19
166,Hurt Feelings,Mac Miller,239177,https://open.spotify.com/track/5p7GiBZNL1afJJDUrOA6C8,2018-09-19
167,idontwannabeyouanymore,Billie Eilish,239062,https://open.spotify.com/track/41zXlQxzTi6cGAjpOXyLYH,2018-09-19
168,Playinwitme (feat. Kehlani),KYLE,238206,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr,2018-09-19
169,Havana,Camila Cabello,236823,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2018-09-19
170,Black & White,Juice WRLD,236196,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l,2018-09-19
171,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,235476,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,2018-09-19
172,Good Guy (feat. Jessie Reyez),Eminem,234691,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU,2018-09-19
173,Beautiful Crazy,Luke Combs,233598,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,2018-09-19
174,Creeping (feat. Rich the Kid),Lil Skies,232325,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9,2018-09-19
175,Silence,Marshmello,230780,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2018-09-19
176,You Say,Lauren Daigle,230317,https://open.spotify.com/track/3ngc7rGlfeFaskU90EWl4R,2018-09-19
177,Plain Jane,A$AP Ferg,229299,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9,2018-09-19
178,Dark Knight Dummo,Trippie Redd,229109,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1,2018-09-19
179,One Kiss (with Dua Lipa),Calvin Harris,228196,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2018-09-19
180,Ring (feat. Kehlani),Cardi B,228077,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA,2018-09-19
181,LOVE. FEAT. ZACARI.,Kendrick Lamar,227617,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2018-09-19
182,Perfect,Ed Sheeran,226769,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2018-09-19
183,CAROUSEL,Travis Scott,226286,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI,2018-09-19
184,Barbie Dreams,Nicki Minaj,223883,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B,2018-09-19
185,No Role Modelz,J. Cole,223602,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8,2018-09-19
186,Nonchalant,6LACK,223587,https://open.spotify.com/track/7c3K8ifIoaVZ2MSUuGo0Co,2018-09-19
187,Loaded Gun,6LACK,221912,https://open.spotify.com/track/1wb7Mqon4o1ViLjaLV9f8U,2018-09-19
188,Come Back to Earth,Mac Miller,221858,https://open.spotify.com/track/01z2fBGB8Hl3Jd3zXe4IXR,2018-09-19
189,Ocean (feat. Khalid),Martin Garrix,221658,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,2018-09-19
190,ocean eyes,Billie Eilish,221432,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2018-09-19
191,Bodak Yellow,Cardi B,219701,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL,2018-09-19
192,No Limit,G-Eazy,219616,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW,2018-09-19
193,Africa,Toto,218622,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2018-09-19
194,KOD,J. Cole,216978,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI,2018-09-19
195,Freaky Friday (feat. Chris Brown),Lil Dicky,216662,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ,2018-09-19
196,FRIENDS,Marshmello,216554,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2018-09-19
197,Rich & Sad,Post Malone,215531,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc,2018-09-19
198,YEAH RIGHT,Joji,215334,https://open.spotify.com/track/5gFmgXPCLu9xIfMUXSbRru,2018-09-19
199,Creep On Me,GASHI,215043,https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd,2018-09-19
200,Rise,Jonas Blue,213997,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3,2018-09-19
1,Falling Down - Bonus Track,Lil Peep,1951541,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q,2018-09-20
2,I Love It (& Lil Pump),Kanye West,1739958,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2018-09-20
3,New Patek,Lil Uzi Vert,1615795,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,2018-09-20
4,SICKO MODE,Travis Scott,1504147,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2018-09-20
5,Lucky You (feat. Joyner Lucas),Eminem,1381663,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,2018-09-20
6,Lucid Dreams,Juice WRLD,1290425,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf,2018-09-20
7,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,1209109,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,2018-09-20
8,SAD!,XXXTENTACION,1016342,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2018-09-20
9,Wake Up in the Sky,Gucci Mane,1007299,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,2018-09-20
10,Mo Bamba,Sheck Wes,1000271,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn,2018-09-20
11,Nonstop,Drake,989110,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2018-09-20
12,In My Feelings,Drake,968674,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2018-09-20
13,Better,Khalid,913104,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J,2018-09-20
14,Moonlight,XXXTENTACION,907877,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2018-09-20
15,Yes Indeed,Lil Baby,905269,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,2018-09-20
16,Killshot,Eminem,903340,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv,2018-09-20
17,Happier,Marshmello,871376,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2018-09-20
18,Taste (feat. Offset),Tyga,837783,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2018-09-20
19,Better Now,Post Malone,830660,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2018-09-20
20,Eastside (with Halsey & Khalid),benny blanco,816540,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,2018-09-20
21,Drip Too Hard,Lil Baby,816313,https://open.spotify.com/track/1BxkZE73h9BN3qwuA15TA3,2018-09-20
22,Noticed,Lil Mosey,719273,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC,2018-09-20
23,I Like It,Cardi B,700309,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2018-09-20
24,STARGAZING,Travis Scott,682705,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,2018-09-20
25,Jocelyn Flores,XXXTENTACION,679991,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2018-09-20
26,Lean Wit Me,Juice WRLD,657114,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk,2018-09-20
27,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,646817,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,2018-09-20
28,The Ringer,Eminem,643038,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE,2018-09-20
29,Natural,Imagine Dragons,625465,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,2018-09-20
30,Fuck Love (feat. Trippie Redd),XXXTENTACION,621159,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2018-09-20
31,All Girls Are The Same,Juice WRLD,607195,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm,2018-09-20
32,Self Care,Mac Miller,600063,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,2018-09-20
33,breathin,Ariana Grande,596345,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2018-09-20
34,YOSEMITE,Travis Scott,573464,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,2018-09-20
35,Girls Like You (feat. Cardi B),Maroon 5,569160,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2018-09-20
36,God is a woman,Ariana Grande,565774,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,2018-09-20
37,Psycho (feat. Ty Dolla $ign),Post Malone,564038,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2018-09-20
38,No Brainer,DJ Khaled,563255,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,2018-09-20
39,God's Plan,Drake,560444,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2018-09-20
40,changes,XXXTENTACION,557076,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2018-09-20
41,SLOW DANCING IN THE DARK,Joji,556204,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6,2018-09-20
42,Leave Me Alone,Flipp Dinero,547053,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2018-09-20
43,Wasted (feat. Lil Uzi Vert),Juice WRLD,543145,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB,2018-09-20
44,Youngblood,5 Seconds of Summer,538138,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2018-09-20
